"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","33.426649396231149"
"Bell/Cudahy/Maywood Community of Schools","19.001171738923897"
"Boyle Heights Community of Schools","16.3627624433695"
"Canoga Park/Chatsworth Community of Schools","12.217191115047763"
"Carson Community of Schools","25.566393958464442"
"Cleveland Community of Schools","19.155156769835667"
"Downtown Community of Schools","10.04385818072249"
"Eagle Rock/Highland Park Community of Schools","16.644843427506157"
"East Los Angeles Community of Schools","18.423454732734292"
"Fairfax Community of Schools","15.473289234459015"
"Fremont Community of Schools","26.333113890717577"
"Gardena Community of Schools","26.887305525341283"
"Glassell Park/Los Feliz Community of Schools","20.656664492280928"
"H.E.E.T. (C/D) Community of Schools","27.733865823557146"
"H.E.E.T. (W) Community of Schools","36.448960065608127"
"Hamilton Community of Schools","19.6347928529354"
"Harbor City/Lomita Community of Schools","27.710931233136442"
"Historic Central Avenue Community of Schools","22.982501958735963"
"Hollywood Community of Schools","18.132914261537067"
"Huntington Park/Vernon Community of Schools","22.870695862098177"
"Jefferson/South Central (West) Community of Schools","30.361545281208631"
"Kennedy/NAHS/VAAS Community of Schools","20.209400480361904"
"Kreatwn/PcoUnion Community of Schools","6.39897616381379"
"LA Mid-City Community of Schools","16.803128437003544"
"Lincoln Heights/El Sereno Community of Schools","18.396026458285011"
"MacArthur Park Community of Schools","12.923862296247234"
"Manual Arts/Vermont Square Community of Schools","24.402147388970231"
"Monroe Community of Schools","30.880949261664576"
"North Hollywood/Valley Village Community of Schools","20.234722784297855"
"Panorama City Community of Schools","18.844517030732266"
"Reseda Community of Schools","31.495423003850568"
"Rivera Community of Schools","20.720750588469315"
"San Fernando Valley/Sylmar Community of Schools","18.925056775170326"
"San Pedro Community of Schools","31.538038944391314"
"South Gate Community of Schools","27.675865935266859"
"South Mid-City Community of Schools","28.709232889297198"
"Sun Valley Community of Schools","25.210547462794747"
"Sunland/Tujunga Community of Schools","13.135081174801659"
"Taft Community of Schools","18.454921847417918"
"Van Nuys/Valley Glen Community of Schools","24.476177593991743"
"Venice Community of Schools","22.768094310506211"
"West LA Community of Schools","13.125225589814827"
"Westchester Community of Schools","47.23928085141857"
"Wilmington Community of Schools","11.138476008960284"
"District Wide","21.502907270901606"
