"School name","Cases among staff and students"
"Unassigned",53
"102ND ST EEC",0
"107TH ST EL",7
"109TH ST EL",1
"10TH ST EL",5
"112TH ST EEC",2
"112TH ST EL",4
"116TH ST EL",1
"118TH ST EL",1
"122ND ST EL",2
"135TH ST EL",10
"153RD ST EL",3
"156TH ST EL",1
"15TH ST EL",0
"186TH ST EL",1
"1ST ST EL",0
"20TH ST EL",1
"232ND PL EL",1
"24TH ST EEC",0
"24TH ST EL",0
"28TH ST EEC",0
"28TH ST EL",1
"2ND ST EL",2
"32ND ST USC PA MAG",3
"36TH ST EEC",0
"37TH ST EEC",0
"3RD ST EL",1
"42ND ST EL",0
"49TH ST EL",4
"4TH ST EEC",0
"4TH ST EL",1
"4TH ST PC",1
"52ND ST EL",5
"54TH ST EL",1
"59TH ST EL",1
"61ST ST EL",1
"66TH ST EEC",0
"66TH ST EL",3
"6TH AVE EL",1
"74TH ST EL",2
"75TH ST EEC",1
"75TH ST EL",6
"7TH ST EL AI MAG",2
"92ND ST EL",1
"93RD ST EL",3
"95TH ST EEC",0
"95TH ST EL",2
"96TH ST EL",1
"97TH ST EEC",0
"99TH ST EL",2
"9TH ST EL",2
"ACAD ENRICH SCI MAG",3
"ADAMS MS",1
"ADDAMS HS",0
"AGGELER HS",1
"ALBION ST EEC",0
"ALBION ST EL",0
"ALDAMA EL",0
"ALEXANDER SCS",2
"ALEXANDRIA AVE EEC",0
"ALEXANDRIA AVE EL",4
"ALLESANDRO EL",0
"ALTA CALIFORNIA EL",2
"ALTA LOMA EL",0
"AMANECER PC",0
"AMBLER AVE EL",5
"AMESTOY EL",2
"ANATOLA AVE EL",0
"ANDASOL AVE EL",5
"ANGELES MESA EL",0
"ANGELOU COMMUNITY SH",5
"ANGEL'S GATE HS",0
"ANN ST EL",1
"ANNALEE AVE EL",0
"ANNANDALE EL",0
"ANTON EEC",0
"ANTON EL",2
"APPERSON ST EL",5
"ARAGON AVE EL",0
"ARLETA SH",0
"ARLINGTON HTS EL",2
"ARMINTA ST EEC",1
"ARMINTA ST EL",0
"ARROYO SECO MUS/S MAG",0
"ASCOT AVE EL",1
"ATWATER AVE EL",2
"AUDUBON MS",2
"AURORA EL",1
"AVALON GARDENS EL",4
"BACA ARTS ACAD",0
"BAKEWELL PC",0
"BALA",0
"BALBOA EL G/HG/HA MAG",2
"BALDWIN HILLS EL",5
"BANCROFT MS",3
"BANDINI ST EL",0
"BANNEKER CTC",1
"BANNING SH",3
"BARRETT EL",3
"BARTON HILL EL",0
"BASSETT ST EL",4
"BEACHY AVE EL",0
"BECKFORD CES",0
"BEETHOVEN ST EL",1
"BELL SH",2
"BELLINGHAM EL",6
"BELMONT SH",0
"BELVEDERE EL",1
"BELVEDERE MS",2
"BERENDO MS",0
