School name,Cases among students and staff
"BARRETT EL",2
"BARTON HILL EL",4
"BASSETT ST EL",2
"BEACHY AVE EL",1
"BECKFORD CES",3
"BEETHOVEN ST EL",0
"BELL SH",9
"BELLINGHAM EL",0
"BELMONT SH",1
"BELVEDERE EL",0
"BELVEDERE MS",2
"BERENDO MS",1
"BERNSTEIN SH",3
"BERNSTEIN SH STEM",3
"BERTRAND AVE EL",1
"BETHUNE MS",4
"BIRMINGHAM CHS",0
"BLYTHE ST EL",0
"BONITA ST EL",2
"BOYLE HEIGHTS HS",0
"BOYLE HTS STEM MAG",0
"BRADDOCK DR EL",3
"BRADLEY EEC",2
"BRADLEY GLBL AWR MAG",0
"BRAINARD EL",0
"BRAVO SH MEDICAL MAG",5
"BREED ST EL",1
"BRENTWOOD EL SCI MAG",2
"BRIDGE ST EL",1
"BRIDGES SCHOOL",4
"BRIGHT EL",0
"BROAD AVE EL",0
"BROADACRES AV EL",2
"BROADOUS EEC",0
"BROADOUS EL",2
"BROADWAY EL",1
"BROCKTON AVE EL",0
"BROOKLYN AVE EEC",0
"BROOKLYN AVE EL",2
"BRYSON AVE EL",3
"BUCHANAN ST EL",1
"BUDLONG AVE EL",1
"BURBANK BLVD EL",0
"BURBANK MS A/T/C MAG",2
"BURKE HS",0
"BURROUGHS MS",5
"BURTON ST EL",3
"BUSHNELL WAY EL",2
"BYRD MS",7
"CABRILLO AVE EEC",0
"CABRILLO AVE EL",4
"CAHUENGA EL",0
"CALABASH CA",2
"CALAHAN ST EL",2
"CALVERT CES",0
"CAMELLIA AVE EL",2
"CANFIELD AVE EL",3
"CANOGA PARK EEC",0
"CANOGA PARK EL",1
"CANOGA PRK SH",13
"CANTARA ST EL",3
"CANTERBURY AVE EL",5
"CANYON CEL",1
"CAPISTRANO AVE EL",1
"CARDENAS EL",3
"CARLSON HOSPITAL",0
"CARNEGIE MS",3
"CAROLDALE LC",0
"CARPENTER COMM CHTR",3
"CARSON ACAD ED & EMP",1
"CARSON ACAD MED ARTS",2
"CARSON SH",5
"CARSON ST EL",1
"CARSON-GORE ACADEMY",1
"CARTHAY EL ES MAG",0
"CARVER MS",3
"CASTELAR ST EEC",0
"CASTELAR ST EL",1
"CASTLE HTS EL",0
"CASTLEBAY LN CHTR",0
"CASTRO MS",0
"CATSKILL AVE EL",4
"CDS AGGELER",0
"CDS ALONZO",0
"CDS JOHNSON",0
"CDS JOHNSTON",0
"CDS LONDON",1
"CDS TRI-C",0
"CDS WEST HOLLYWOOD",0
"CENTRAL HS",1
"CENTURY PARK EL",0
"CHANDLER EL",1
"CHAPMAN EL",0
"CHARNOCK ROAD EL",1
"CHASE ST EEC",1
"CHASE ST EL",0
"CHATSWORTH CHS",1
"CHATSWORTH UP/CD MAG",1
"CHAVEZ EL",0
"CHAVEZ LA ARTES MAG",0
"CHAVEZ LA ASE",1
"CHAVEZ LA SJ HUM AC",2
"CHAVEZ LA TECH PREP",0
"CHEREMOYA AVE EL",0
"CHEVIOT HILLS HS",1
"CIENEGA EL",3
"CIMARRON AVE EL",2
"CITY OF ANGELS",4
"CITY TERRACE EL",0
"CLEVELAND CHS",11
"CLEVELAND EEC",1
"CLEVELAND INFANT CTR",0
"CLIFFORD ST M/T MAG",0
"CLINTON MS",8
"CLOVER AVE EL",0
"COCHRAN MS",4
"COEUR D ALENE AVE EL",2
"COHASSET ST EL",1
"COLDWATER CYN EL",5
"COLFAX CEL",3
"COLISEUM ST EL",0
"COLLINS EEC",1
"COLUMBUS AVE EL",2
"COLUMBUS MS",1
"COMMONWLTH AVE EL",1
"COMMUNITY EL MAG CS",4
"COMPTON AVE EL",1
"CONTRERAS LC ALC",2
"CONTRERAS LC BUS TR",3
"CONTRERAS LC GLBL ST",0
"CONTRERAS LC SOC JUS",4
"CORONA AVE EL",0
"CORTINES SCH OF VAPA",3
"COUGHLIN EL",3
"COWAN AVE EL",1
"CRENSHAW ARTS TECH",0
"CRENSHAW MAG STEMM",3
"CRESCENT HTS BL EEC",1
"CRESCENT HTS BL EL MG",0
"CRESTWOOD ST STEAM MG",2
"CRUZ EEC",0
"CURTISS MS",2
"DACOTAH EEC",0
"DAHLIA HTS EL",0
"DANA MS",7
"DANUBE AVE EL",1
"DARBY AVE EL",3
"DAYTON EEC",0
"DAYTON HEIGHTS EL",0
"DBM",1
"DE LA TORRE JR EL",1
"DEARBORN EL CA",0
"DEL AMO EL",1
"DEL OLMO EL",2
"DELEVAN DRIVE EL",0
"DENA EL",1
"DENKER AVE EL",1
"DIXIE CYN CC",4
"DODSON MS",1
"DOLORES ST EEC",0
"DOLORES ST EL",3
"DOMINGUEZ EL",2
"DORRIS PLACE EL",2
"DORSEY SH",4
"DREW MS",2
"DREW MS UP PBLC SRVC",1
"DYER ST EL",7
"DYMALLY SH",1
"EAGLE ROCK EL",2
"EAGLE ROCK HS",1
"EAGLE TREE CONTN HS",0
"EARHART HS",0
"EARLY COLLEGE ACAD",0
"EAST VALLEY SH",2
"EASTMAN AVE EEC",0
"EASTMAN AVE EL",1
"EDISON MS",2
"EINSTEIN HS",0
"EL DORADO AVE EL",2
"EL ORO WAY CES",2
"EL SERENO EEC",0
"EL SERENO EL",2
"EL SERENO MS",1
"ELA OCC CTR",1
"ELEMENTARY CDS",0
"ELIZABETH LC",1
"ELLINGTON HS",1
"ELYSIAN HTS ARTS MAG",1
"EMELITA ST EL",3
"EMERSON CC",1
"ENADIA WAY",1
"ENCINO CEL",3
"ERWIN EL",0
"ESCALANTE EEC",0
"ESCALANTE EL",3
"ESCUTIA PC",1
"ESHELMAN AVE EL",0
"ESPERANZA EL",1
"ESTRELLA EEC",0
"ESTRELLA EL",4
"EUCLID AVE EL",2
"EVANS CAS",0
"EVERGREEN AVE EEC",0
"EVERGREEN AVE EL",5
"EVERGREEN HS",0
"FAIR AVE EEC",0
"FAIR AVE EL",5
"FAIRBURN AVE EL",2
"FAIRFAX SH",5
"FARMDALE EL",1
"FERNANGELES EL",1
"FIGUEROA ST EL",0
"FISHBURN AVE EL",0
"FLEMING MS",3
"FLETCHER DR EL",0
"FLORENCE AVE EL",6
"FLOURNOY EL",4
"FORD BLVD EL",3
"FOSHAY LC",5
"FRANKLIN AVE EL",0
"FRANKLIN HS",7
"FREMONT SH",2
"FRIEDMAN OCC CTR",1
"FRIES AVE EL",0
"FROST MS",1
"FULLBRIGHT AVE EL",0
"FULTON COLLEGE PREP",1
"GAGE MS",5
"GAL KING SCH FOR STEM",0
"GARCETTI LA",1
"GARDEN GROVE EL",0
"GARDENA EEC",1
"GARDENA EL",0
"GARDENA SH",3
"GARDNER ST EL",2
"GARFIELD SH",4
"GARVANZA EL T/L MAG",1
"GARZA PC",0
"GATES ST EEC",0
"GATES ST EL",0
"GAULT ST EL",1
"GERMAIN ACAD AA",4
"GLASSELL PARK EEC",0
"GLASSELL PK STEAM MAG",1
"GLEDHILL ST EEC",0
"GLEDHILL ST EL",2
"GLEN ALTA EL",2
"GLENFELIZ BLVD EEC",0
"GLENFELIZ BLVD EL",0
"GLENWOOD EL",1
"GOMPERS MS",6
"GOMPERS MS UP MED MAG",2
"GRAHAM EEC",0
"GRAHAM EL",2
"GRANADA EL",3
"GRANADA HILLS CHT",0
"GRAND VW BL EL",5
"GRANT EEC",0
"GRANT EL",10
"GRANT SH",9
"GRAPE ST EL",2
"GRATTS EEC",0
"GRATTS LA FOR YS",0
"GREY HS",0
"GRIDLEY ST EL",1
"GRIFFIN AVE EL",0
"GRIFFITH JOYNER EL",2
"GRIFFITH MS STEAM MG",2
"GULF AVE EL",0
"HADDON AVE EEC",0
"HADDON AVE EL",2
"HALE CA",3
"HALLDALE EL",6
"HAMASAKI MED/SCI MAG",2
"HAMILTON SH",1
"HAMLIN CA",1
"HANCOCK PARK EL",1
"HARBOR CITY EL",0
"HARBOR OCC CTR",0
"HARDING ST EL",0
"HARMONY EL",2
"HARRISON ST EL",0
"HART ST EL",2
"HARTE PREP MS",0
"HARVARD EL",2
"HASKELL EL STEAM MAG",0
"HAWAIIAN AVE EEC",1
"HAWAIIAN AVE EL",1
"HAWKINS SH C/DAGS",3
"HAYNES CES",2
"HAZELTINE AVE EL",1
"HELIOTROPE AVE EL",1
"HENRY MS",5
"HERRICK AVE EL",0
"HESBY OAKS LEAD CHTR",1
"HIGHLAND PARK HS",0
"HILLCREST DR EL",2
"HILLSIDE EL",0
"HOBART BLVD EEC",0
"HOBART BLVD EL",3
"HOLLENBECK MS",4
"HOLLYWOOD EL",0
"HOLLYWOOD SH",3
"HOLMES AVE EEC",0
"HOLMES AVE EL",0
"HOLMES MS",1
"HOOPER AVE EEC",0
"HOOPER AVE EL",0
"HOOPER AVE PC",1
"HOOVER ST EL",1
"HOPE HS",1
"HOPE ST EL",4
"HUBBARD ST EL",1
"HUERTA EL",3
"HUGHES EL",3
"HUMPHREYS AVE EL",3
"HUNTINGTON DR EL",1
"HUNTNGTN PK EL",0
"HUNTNGTN PK SH",4
"HYDE PARK EEC",0
"INDEPENDENCE EL",1
"INDEPENDENCE HS",0
"INTERNATIONAL ST LC",0
"IRVING MS MME MAG",3
"ISAACS AVALON HS",0
"IVANHOE EL",0
"JEFFERSON SH",4
"JOHNSON STEM ACADEMY",1
"JONES EL",0
"JONES PC",1
"JORDAN SH",4
"JUSTICE ST ACAD CHTR",5
"KAHLO HS",2
"KENNEDY EL",0
"KENNEDY SH",12
"KENTER CANYON EC",0
"KENTWOOD EEC",0
"KENTWOOD EL",1
"KESTER AVE EL",3
"KIM ACADEMY",1
"KIM EL",2
"KING JR EL",0
"KING MS MAG FLM/MDIA",1
"KING-DREW SH MD/S MG",7
"KINGSLEY EL",0
"KITTRIDGE ST EL",5
"KNOLLWOOD PREP ACAD",1
"KNOX EL",4
"KORENSTEIN EL",0
"LA SALLE AVE EL",0
"LACES MAG",1
"LAFAYETTE PARK PC",0
"LAKE BALBOA CP K-12",2
"LAKE ST PRIMARY",0
"LANAI RD EL",3
"LANE EL",0
"LANGDON AVE EL",3
"LANKERSHIM EL",0
"LASSEN EL",1
"LATONA AVE EL",1
"LAUREL CACT MAG",0
"LAUREL EEC",0
"LAWRENCE MS",2
"LAWSON ACAD A/M/S EL",0
"LE CONTE MS",3
"LEAPWOOD EL",1
"LEE EL MED HLTH MAG",2
"LEGACY SH STEAM",1
"LEGACY SH VAPA",1
"LEICHMAN CPTC",0
"LELAND ST EL",1
"LEMAY ST EEC",0
"LEMAY ST EL",2
"LEWIS HS",1
"LEXINGTON AVE PC",0
"LIBERTY BLVD EL",5
"LIECHTY MS",1
"LIGGETT ST EL",2
"LILLIAN ST EL",0
"LIMERICK AVE EL",4
"LINCOLN SH",1
"LIZARRAGA EL",5
"LOCKE EEC",0
"LOCKE INFANT",0
"LOCKHURST DR CEL",2
"LOCKWOOD AVE EL",1
"LOGAN ACADEMY",1
"LOGAN ST EEC",0
"LOKRANTZ SP ED CTR",1
"LOMA VISTA EL",2
"LOMITA EL M/S/T MAG",4
"LONDON HS",0
"LORENA ST EL",1
"LORETO ST EL",1
"LORNE ST EL",0
"LOS ANGELES ACAD MS",4
"LOS ANGELES EL",1
"LOS ANGELES SH",0
"LOS ANGELES TECH CTR",0
"LOS FELIZ STEMM MAG",2
"LOWMAN SP ED & CTC",0
"LOYOLA VILLG EL F/PAM",3
"MACARTHUR PK EL VAPA",1
"MACES MAG",3
"MACK EL",2
"MACLAY MS",3
"MADISON EL",3
"MADISON MS",3
"MAGNOLIA AVE EL",4
"MAGNOLIA SCI ACAD #2",0
"MAGNOLIA SCI ACAD #4",0
"MAGNOLIA SCI-BELL@SR",0
"MAIN ST EL",4
"MALABAR ST EL",1
"MANCHESTER AVE EL",6
"MANHATTAN PLACE EL",2
"MANN UCLA COMM SCH",2
"MANUAL ARTS SH",4
"MAPLE PC",0
"MAR VISTA EL",0
"MARIANNA AVE EL",1
"MARINA DEL REY MS",4
"MARINA EEC",0
"MARIPOSA-NABI PC",1
"MARK TWAIN MS",2
"MARKHAM MS",3
"MARLTON SCHOOL",1
"MARQUEZ CHARTER",0
"MARQUEZ SH HPIAM",0
"MARQUEZ SH LIBRA",0
"MARQUEZ SH SOC JUS",2
"MARSHALL SH",5
"MARVIN EEC",0
"MARVIN EL",1
"MAYALL ST AC A/T MAG",3
"MAYBERRY ST EL",1
"MAYWOOD ACADEMY SH",0
"MAYWOOD EL",0
"MCALISTER HS CYESIS",0
"MCAULIFFE EEC",0
"MCBRIDE SP ED CTR",0
"MCKINLEY AVE EL",0
"MELROSE AVE EL M/S MG",0
"MELVIN AVE EL",0
"MENDEZ SH",2
"MENLO AVE EL",2
"MERIDIAN EEC",0
"METROPOLITAN HS",0
"MEYLER ST EL",0
"MICHELTORENA ST EL",1
"MID-CITY PSES MAG",0
"MIDDLE COLLEGE HS",0
"MIDDLETON ST EL",2
"MIDDLETON ST PC",0
"MIKES EEC",0
"MILES AVE EEC",0
"MILES AVE EL",1
"MILLER CTC",1
"MILLER EL",6
"MILLIKAN MS AC & PAM",5
"MIRAMONTE EEC",2
"MIRAMONTE EL",5
"MISSION HS",0
"MONETA HS",0
"MONLUX EL",3
"MONROE SH",2
"MONTARA AVE EL",3
"MONTE VISTA EEC",0
"MONTE VISTA ST EL",0
"MONTEREY HS",0
"MOORE M/S/T ACAD",1
"MORNINGSIDE EL",2
"MOSK EL",2
"MOUNT GLEASON MS",0
"MOUNTAIN VIEW EL",5
"MT LUKENS HS",0
"MT WASHINGTON EL",0
"MUIR MS",1
"MULHOLLAND MS",2
"MULTNOMAH ST EL",0
"MURCHISON EEC",0
"MURCHISON ST EL",1
"NAPA ST EL",1
"NARBONNE SH",5
"NARBONNE SH HARTS LA",0
"NAVA COLLEGE PREP",3
"NAVA LEARNING ACADEMY",2
"NESTLE AVE CHARTER",1
"NEVADA AVE EL",1
"NEVIN AVE EL",2
"NEW ACAD CANOGA PARK",2
"NEWCASTLE EL",2
"NEWMARK HS",0
"NIGHTINGALE MS",1
"NIMITZ MS",3
"NO HOLLYWD SH",10
"NOBEL CMS",8
"NOBLE AVE EEC",0
"NOBLE AVE EL",0
"NORMANDIE AVE EEC",0
"NORMANDIE AVE EL",0
"NORMONT EEC",0
"NORMONT EL",3
"NORTH VALLEY OCC CTR",1
"NORTHRIDGE ACAD SH",1
"NORTHRIDGE EEC",0
"NORTHRIDGE MS",3
"NORWOOD ST EL",0
"NUEVA VISTA EL",3
"OBAMA EL",1
"OBAMA GLBL PREP ACAD",5
"OCHOA LC",4
"ODYSSEY HS",0
"OLIVE VISTA MS",7
"OLYMPIC PC",0
"O'MELVENY EL",0
"OPEN CHARTER MAG",0
"ORCHARD ACADEMIES 2B",1
"ORCHARD ACADEMIES 2C",1
"ORTHOPAEDIC HSP SH MG",2
"OSCEOLA ST EL",0
"OVERLAND AVE EL",0
"OWENSMOUTH HS",1
"OXNARD ST EL",0
"PACIFIC BLVD SCHOOL",0
"PACOIMA EEC",1
"PACOIMA MS",3
"PALISADES CEL",0
"PALISADES CHS",0
"PALMS EL",2
"PALMS MS",2
"PANORAMA CITY EL",0
"PANORAMA SH",4
"PARK AVE EL",1
"PARK WESTERN EEC",0
"PARK WSTN PL EL",2
"PARKS LC",1
"PARKS/HUERTA EEC",0
"PARMELEE AVE EL",7
"PARTHENIA AC ART TEC",1
"PASEO DEL REY EL MAG",0
"PATTON HS",0
"PEARL SH JRNLS/CMM MG",0
"PEARY MS",3
"PEREZ SP ED CTR",0
"PHOENIX HS",0
"PINEWOOD AVE EEC",0
"PINEWOOD AVE EL",0
"PIO PICO MS",0
"PLAINVIEW ACADEMC CA",1
"PLASENCIA EL",2
"PLAYA DEL REY EL",0
"PLAYA VISTA EL",1
"PLUMMER EL",3
"POINDEXTER LAMOTTE EL",0
"POLITI EL",1
"POLYTECHNIC SH",8
"POMELO COMMUNITY CS",2
"PORTER MS",2
"PORTER RANCH SCHOOL",3
"PORTOLA CM",4
"PRESIDENT AVE EL",1
"PRIMARY ACADEMY",1
"PT FERMIN EL MR/S MG",2
"PUEBLO DE LA HS",0
"PURCHE AVE EL",0
"QUEEN ANNE PL EL",0
"RAMONA EL",0
"RAMONA HS",0
"RAMONA INFANT",0
"RANCHITO AVE EL",1
"RANCHO DOMNGZ PREP",2
"RAYMOND AVE EL",0
"REED MS",5
"REGIONAL SH IDTE MAG",0
"RESEDA CHARTER HS",4
"RESEDA EL",1
"REVERE CMS",0
"RFK AMBSDR GLBL EDU",0
"RFK AMBSDR GLBL LDSH",1
"RFK LA SH ARTS",1
"RFK NEW OPEN WLD",3
"RFK SCH VIS ARTS/HUM",0
"RFK UCLA COMM SCH",1
"RICHLAND AVE EL",0
"RIDE EL SMART ACAD",0
"RILEY HS CYESIS",0
"RIO VISTA EL",1
"RIORDAN PC",1
"RITTER EL",1
"RIVERA LC COM & TECH",0
"RIVERA LC GD STEAM AC",1
"RIVERA LC PERF ARTS",0
"RIVERA LC PUB SRV",2
"RIVERSIDE DR CS",1
"ROBERTI EEC",0
"ROCKDALE VAPA MAG",0
"RODIA HS",1
"ROGERS HS",0
"ROMER MS",6
"ROOSEVELT INFANT",0
"ROOSEVELT SH",4
"ROOSEVELT SH STM MAG",0
"ROSCOE EL",1
"ROSCOMARE RD EL",0
"ROSEMONT AVE EEC",1
"ROSEMONT AVE EL",0
"ROSEWOOD UP/UD MAG",0
"ROWAN AVE EL",1
"ROYBAL LC",0
"ROYBAL-ALLARD EL",2
"RUSSELL EL",3
"SALVIN SP ED CTR",0
"SAN ANTONIO EL",1
"SAN ANTONIO HS",0
"SAN FERNANDO EEC",0
"SAN FERNANDO EL",2
"SAN FERNANDO MS",1
"SAN FERNANDO MS IAM",1
"SAN FERNANDO SH",5
"SAN GABRIEL AVE EL",2
"SAN JOSE ST EL",3
"SAN MIGUEL EL",1
"SAN PASCUAL STEAM MG",0
"SAN PEDRO SH",13
"SAN PEDRO ST EL",1
"SANTA MONICA BLVD CO",0
"SANTANA ART AC",6
"SANTEE EC",4
"SATICOY EL",1
"SATURN ST EL",1
"SCIENCE AC STEM MAG",1
"SECONDARY CDS",0
"SELMA AVE EL",0
"SENDAK EL",2
"SEPULVEDA MS",1
"SERRANIA AVE CES",7
"SHARP AVE EL",2
"SHENANDOAH ST EEC",0
"SHENANDOAH ST EL",0
"SHERIDAN ST EL",2
"SHERMAN OAKS EL CS",0
"SHIRLEY AVE EL",0
"SHORT AVE EL",0
"SIERRA PARK EL",3
"SIERRA VISTA EL",1
"SLAWSON OCC CTR",2
"SOCES MAG",5
"SOLANO AVE EL",1
"SOLIS LA",0
"SOTO ST EL",0
"SOTOMAYOR ART/SCI MAG",2
"SOUTH EAST SH",1
"SOUTH GATE MS",2
"SOUTH GATE SH",7
"SOUTH PARK EL",8
"SOUTH SHORES EL PA MG",1
"SOUTHEAST MS",3
"STAGG ST EL",2
"STANFORD AVE EL",2
"STANFORD AVE PC",0
"STATE ST EEC",0
"STATE ST EL",0
"STERRY EL",0
"STEVENSON CCP",2
"STONEHURST STEAM MAG",1
"STONER AVE EL",0
"STONEY POINT HS",0
"STRATHERN ST EL",2
"SUN VALLEY MAG ET",3
"SUNLAND EL",1
"SUNNY BRAE AVE EL",6
"SUNRISE EL",2
"SUPERIOR ST EL",1
"SUTTER MS",4
"SYLMAR ACAD BH/E MAG",0
"SYLMAR CHS",4
"SYLMAR EL",1
"SYLMAR LDSHP ACAD",2
"SYLVAN PARK EEC",0
"SYLVAN PARK EL",0
"TAFT CHS",5
"TAPER AVE EL",2
"TARZANA EL",0
"TELFAIR AVE EEC",0
"TELFAIR AVE EL",3
"THOREAU HS",0
"TOLAND WAY EL",0
"TOLUCA LAKE EEC",0
"TOLUCA LAKE EL",5
"TOPANGA EL CS",0
"TOPEKA DR CAS",1
"TORRES ELA PA MAG",0
"TORRES ENG & TECH",0
"TORRES HS SJLA MAG",1
"TORRES HUM/ART/TECH",1
"TORRES RENAISSANCE",2
"TOWNE AVE EL",3
"TRINITY EEC",0
"TRINITY ST EL",0
"TULSA ST EL",4
"TWEEDY EL",1
"UNION AVE EL",1
"UNIVERSITY HS CHARTER",2
"UTAH ST EL",3
"VALERIO ST EL",2
"VALLEY ACAD ARTS/SCI",3
"VALLEY VIEW EL",0
"VAN DEENE AVE EL",5
"VAN GOGH CHTR",3
"VAN NESS AVE EL",1
"VAN NUYS EL",4
"VAN NUYS MS",0
"VAN NUYS SH",4
"VANALDEN AVE EEC",0
"VANALDEN AVE EL",2
"VAUGHN EEC",0
"VENA AVE EL",1
"VENICE SH",3
"VENICE SKILLS CENTER",0
"VERDGO HLS SH",3
"VERMONT AVE EL",0
"VERNON CITY EL",0
"VICTORIA AVE EL",1
"VICTORY BLVD EL",1
"VIEW PARK CONTN HS",0
"VINE ST EEC",1
"VINE ST EL",0
"VINEDALE COLLEGE PRP",2
"VINTAGE EL M/S/T MAG",4
"VIRGIL MS",3
"VIRGINIA RD EL",0
"VISTA DEL VALLE ACAD",1
"VISTA MS",1
"VLADOVIC HARBOR TPA",1
"VOCES MAG",0
"WADSWORTH AVE EEC",0
"WADSWORTH AVE EL",5
"WALGROVE AVE EL",2
"WALNUT PARK EL",1
"WALNUT PARK MS SJ/SL",1
"WALNUT PARK MS STEM",3
"WARNER AVE EL",0
"WASHINGTON PC",0
"WASHINGTON PREP SH",4
"WATERS EMP PREP CTR",1
"WEBSTER MS",0
"WEEMES EL",2
"WEIGAND AVE EL",0
"WELBY WAY CEL",3
"WESM HLTH/SPORTS MED",7
"WEST ADAMS PREP SH",2
"WEST ATHENS EL",0
"WEST HOLLYWOOD EL",1
"WEST VALLEY OCC CTR",1
"WEST VERNON AVE EL",0
"WESTERN AV TECH MAG",2
"WESTMINSTER AVE EEC",1
"WESTMINSTER MTES MAG",1
"WESTPORT HTS EL",1
"WESTSIDE GLBL AWR MAG",7
"WESTWOOD CEL",0
"WHITE EL",0
"WHITE MS",5
"WHITE POINT EL",0
"WHITMAN HS",1
"WIDNEY CPTC",0
"WILBUR CEA",3
"WILLENBERG SP ED CTR",0
"WILLOW EL",5
"WILMINGTON EEC",1
"WILMINGTON PARK EL",5
"WILMINGTON STEAM MAG",3
"WILSHIRE CREST EL",0
"WILSHIRE PARK EL",0
"WILSON SH",8
"WILSON-LINCOLN CAS",0
"WILTON PL EEC",0
"WILTON PL EL",1
"WINDSOR HILLS EL MAG",3
"WINNETKA AVE EL",5
"WISDOM EL",4
"WONDERLAND AVE EL",4
"WOODCREST EL",1
"WOODEN HS",1
"WOODLAKE ECC",2
"WOODLAND HILLS ACAD",1
"WOODLAND HILLS CES",6
"WOODLAWN AVE EL",2
"WRIGHT ENG DES MAG",1
"YES ACADEMY",2
"YORKDALE EL",0
"YOUNG HS",1
"YTH OPP UNLTD ALT HS",1
